,Unnamed: 0,static_text,log_level,tokens,pos,posNum
4925,11592,Starting periodic memory usage logger,info,"[Starting, periodic, memory, usage, logger]","['VERB', 'ADJ', 'NOUN', 'NOUN', 'NOUN']","[100, 84, 92, 92, 92]"
4926,14074,connecting to * *,info,"[connecting, to]","['VERB', 'PART']","[100, 94]"
4927,8368,Failed to delete snapshot [*]. Will retry after further sstable deletions. Folder will be deleted on JVM shutdown or next node restart on crash.,warn,"[Failed, to, delete, snapshot, Will, retry, after, further, sstable, deletions, Folder, will, be, deleted, on, JVM, shutdown, or, next, node, restart, on, crash]","['VERB', 'PART', 'VERB', 'NOUN', 'AUX', 'VERB', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'PROPN', 'AUX', 'AUX', 'VERB', 'ADP', 'PROPN', 'NOUN', 'CCONJ', 'ADJ', 'ADJ', 'NOUN', 'ADP', 'NOUN']","[100, 94, 100, 92, 87, 100, 85, 84, 84, 92, 96, 87, 87, 100, 85, 96, 92, 89, 84, 84, 92, 85, 92]"
4928,1901,* merge regions *,info,"[ , merge, regions]","['SPACE', 'VERB', 'NOUN']","[103, 100, 92]"
4929,11407,Received message of unknown type * with value *. Dropping this message!,warn,"[Received, message, of, unknown, type, with, value, Dropping, this, message]","['VERB', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'VERB', 'DET', 'NOUN']","[100, 92, 85, 84, 92, 85, 92, 100, 90, 92]"
4930,10714,Starting *.,info,[Starting],['VERB'],[100]
4931,2411,"cannot get the target number and target size of table *, they will be default value -1.",warn,"[can, not, get, the, target, number, and, target, size, of, table, they, will, be, default, value, 1]","['AUX', 'PART', 'VERB', 'DET', 'NOUN', 'NOUN', 'CCONJ', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'PRON', 'AUX', 'AUX', 'NOUN', 'NOUN', 'NUM']","[87, 94, 100, 90, 92, 92, 89, 92, 92, 85, 92, 95, 87, 87, 92, 92, 93]"
4932,746,Mapper took  | ms to process  |  rows,info,"[Mapper, took, ms, to, process, rows]","['PROPN', 'VERB', 'PROPN', 'PART', 'VERB', 'NOUN']","[96, 100, 96, 94, 100, 92]"
4933,4632,Aborting zookeeper nodes on mini cluster is not supported,warn,"[Aborting, zookeeper, nodes, on, mini, cluster, is, not, supported]","['VERB', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'AUX', 'PART', 'VERB']","[100, 92, 92, 85, 84, 92, 87, 94, 100]"
4934,14797,quorum.cnxn.threads.size set to *,info,"[quorum, cnxn, threads, size, set, to]","['NOUN', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'PART']","[92, 84, 92, 92, 100, 94]"
4935,12395,Seeking to offset * for partition *,info,"[Seeking, to, offset, for, partition]","['VERB', 'PART', 'VERB', 'ADP', 'NOUN']","[100, 94, 100, 85, 92]"
4936,9832,Could not properly close the cluster descriptor.,info,"[Could, not, properly, close, the, cluster, descriptor]","['AUX', 'PART', 'ADV', 'VERB', 'DET', 'NOUN', 'NOUN']","[87, 94, 86, 100, 90, 92, 92]"
4937,8568,Trying to load metrics-reporter-config from file: *,info,"[Trying, to, load, metrics, reporter, config, from, file]","['VERB', 'PART', 'VERB', 'NOUN', 'NOUN', 'NOUN', 'ADP', 'NOUN']","[100, 94, 100, 92, 92, 92, 85, 92]"
4938,7520,No value found for wicket:message tag with key: *,warn,"[No, value, found, for, wicket, message, tag, with, key]","['DET', 'NOUN', 'VERB', 'ADP', 'NOUN', 'NOUN', 'NOUN', 'ADP', 'ADJ']","[90, 92, 100, 85, 92, 92, 92, 85, 84]"
4939,10376,Ignoring request to stop worker * because it is already being stopped.,info,"[Ignoring, request, to, stop, worker, because, it, is, already, being, stopped]","['VERB', 'NOUN', 'PART', 'VERB', 'NOUN', 'SCONJ', 'PRON', 'AUX', 'ADV', 'AUX', 'VERB']","[100, 92, 94, 100, 92, 98, 95, 87, 86, 87, 100]"
4940,16266,stop throttling indexing for shard [*],info,"[stop, throttling, indexing, for, shard]","['VERB', 'VERB', 'NOUN', 'ADP', 'NOUN']","[100, 100, 92, 85, 92]"
4941,3425,$$$Empty Message$$$,warn,"[ , Empty, Message]","['SPACE', 'ADJ', 'NOUN']","[103, 84, 92]"
4942,5919,Starting tearDown ThreadGroup: * : *,info,"[Starting, tearDown, ThreadGroup]","['VERB', 'PUNCT', 'PROPN']","[100, 97, 96]"
4943,8429,"broadcast_rpc_address unset, broadcasting public IP as rpc_address: *",info,"[broadcast_rpc_address, unset, broadcasting, public, IP, as, rpc_address]","['NOUN', 'VERB', 'VERB', 'ADJ', 'PROPN', 'ADP', 'NOUN']","[92, 100, 100, 84, 96, 85, 92]"
4944,5697,Ignored unexpected e-mail address: *,warn,"[Ignored, unexpected, e, mail, address]","['VERB', 'ADJ', 'NOUN', 'NOUN', 'NOUN']","[100, 84, 92, 92, 92]"
4945,13453,Failed to process stream task * since it got migrated to another thread already. Closing it as zombie before triggering a new rebalance.,info,"[Failed, to, process, stream, task, since, it, got, migrated, to, another, thread, already, Closing, it, as, zombie, before, triggering, a, new, rebalance]","['VERB', 'PART', 'VERB', 'NOUN', 'NOUN', 'SCONJ', 'PRON', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'ADV', 'VERB', 'PRON', 'ADP', 'NOUN', 'ADP', 'VERB', 'DET', 'ADJ', 'NOUN']","[100, 94, 100, 92, 92, 98, 95, 87, 100, 85, 90, 92, 86, 100, 95, 85, 92, 85, 100, 90, 84, 92]"
4946,10786,"FailoverRegion * restart failed, failover again.",info,"[FailoverRegion, restart, failed, failover, again]","['NOUN', 'NOUN', 'VERB', 'ADV', 'ADV']","[92, 92, 100, 86, 86]"
4947,8616,"This node was decommissioned, but overriding by operator request.",warn,"[This, node, was, decommissioned, but, overriding, by, operator, request]","['DET', 'NOUN', 'AUX', 'VERB', 'CCONJ', 'ADJ', 'ADP', 'NOUN', 'NOUN']","[90, 92, 87, 100, 89, 84, 85, 92, 92]"
4948,7744,"failed, Wicket will fallback on a dummy implementation",warn,"[failed, Wicket, will, fallback, on, a, dummy, implementation]","['VERB', 'PROPN', 'AUX', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN']","[100, 96, 87, 100, 85, 90, 84, 92]"
4949,7858,Global memtable off-heap threshold is enabled at *MB,info,"[Global, memtable, off, heap, threshold, is, enabled, at, MB]","['ADJ', 'ADJ', 'ADP', 'NOUN', 'NOUN', 'AUX', 'VERB', 'ADP', 'NOUN']","[84, 84, 85, 92, 92, 87, 100, 85, 92]"
4950,12549,Overriding the default retries config to the recommended value of * since the idempotent producer is enabled.2147483647,info,"[Overriding, the, default, retries, config, to, the, recommended, value, of, since, the, idempotent, producer, is, enabled, 2147483647]","['VERB', 'DET', 'NOUN', 'VERB', 'PROPN', 'ADP', 'DET', 'VERB', 'NOUN', 'ADP', 'SCONJ', 'DET', 'ADJ', 'NOUN', 'AUX', 'VERB', 'NUM']","[100, 90, 92, 100, 96, 85, 90, 100, 92, 85, 98, 90, 84, 92, 87, 100, 93]"
4951,4050,SecureBulkLoadEndpoint is deprecated. It will be removed in future releases.,warn,"[SecureBulkLoadEndpoint, is, deprecated, It, will, be, removed, in, future, releases]","['NOUN', 'AUX', 'VERB', 'PRON', 'AUX', 'AUX', 'VERB', 'ADP', 'ADJ', 'NOUN']","[92, 87, 100, 95, 87, 87, 100, 85, 84, 92]"
4952,834,Load exported file using deserializer for HBase 0.94 format,info,"[Load, exported, file, using, deserializer, for, HBase, 0, 94, format]","['NOUN', 'VERB', 'NOUN', 'VERB', 'NOUN', 'ADP', 'PROPN', 'NUM', 'NUM', 'NOUN']","[92, 100, 92, 100, 92, 85, 96, 93, 93, 92]"
4953,12953,"* Ignoring invalid task provided offset */* -- not yet consumed, taskOffset=* currentOffset=*",warn,"[ , Ignoring, invalid, task, provided, offset, not, yet, consumed, taskOffset, currentOffset]","['SPACE', 'VERB', 'ADJ', 'NOUN', 'VERB', 'VERB', 'PART', 'ADV', 'VERB', 'NOUN', 'VERB']","[103, 100, 84, 92, 100, 100, 94, 86, 100, 92, 100]"
4954,13627,Returning empty iterator for fetch with invalid key range: from > to. This may be due to serdes that don't preserve ordering when lexicographically comparing the serialized bytes. Note that the built-in numerical serdes do not follow this for negative numbers,warn,"[Returning, empty, iterator, for, fetch, with, invalid, key, range, from, to, This, may, be, due, to, serdes, that, don, t, preserve, ordering, when, lexicographically, comparing, the, serialized, bytes, Note, that, the, built, in, numerical, serdes, do, not, follow, this, for, negative, numbers]","['VERB', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'ADP', 'ADP', 'PRON', 'AUX', 'AUX', 'ADJ', 'ADP', 'NOUN', 'SCONJ', 'PROPN', 'PROPN', 'NOUN', 'VERB', 'SCONJ', 'ADV', 'VERB', 'DET', 'ADJ', 'NOUN', 'VERB', 'SCONJ', 'DET', 'VERB', 'ADP', 'PROPN', 'NOUN', 'AUX', 'PART', 'VERB', 'PRON', 'ADP', 'ADJ', 'NOUN']","[100, 84, 92, 85, 92, 85, 84, 84, 92, 85, 85, 95, 87, 87, 84, 85, 92, 98, 96, 96, 92, 100, 98, 86, 100, 90, 84, 92, 100, 98, 90, 100, 85, 96, 92, 87, 94, 100, 95, 85, 84, 92]"
4955,2642,Compacting mob files for partition ,info,"[Compacting, mob, files, for, partition]","['VERB', 'NOUN', 'NOUN', 'ADP', 'NOUN']","[100, 92, 92, 85, 92]"
4956,2035,Stopped while waiting for log splits to be completed,warn,"[Stopped, while, waiting, for, log, splits, to, be, completed]","['VERB', 'SCONJ', 'VERB', 'ADP', 'NOUN', 'NOUN', 'PART', 'AUX', 'VERB']","[100, 98, 100, 85, 92, 92, 94, 87, 100]"
4957,11861,Restoring state for the *.,info,"[Restoring, state, for, the]","['VERB', 'NOUN', 'ADP', 'PRON']","[100, 92, 85, 95]"
4958,908,Peer Table Name: ,info,"[Peer, Table, Name]","['PROPN', 'PROPN', 'PROPN']","[96, 96, 96]"
4959,3144,Full verification complete for bulk load hfile:  |  took  |  ms,info,"[Full, verification, complete, for, bulk, load, hfile, took, ms]","['ADJ', 'NOUN', 'ADJ', 'ADP', 'ADJ', 'NOUN', 'PROPN', 'VERB', 'PROPN']","[84, 92, 84, 85, 84, 92, 96, 100, 96]"
4960,8579,Not starting client transports as bootstrap has not completed,info,"[Not, starting, client, transports, as, bootstrap, has, not, completed]","['PART', 'VERB', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'AUX', 'PART', 'VERB']","[94, 100, 92, 92, 85, 92, 87, 94, 100]"
4961,4222,"Unable to check cluster ID file in  | , retrying in  | msec: ",warn,"[Unable, to, check, cluster, ID, file, in, retrying, in, msec]","['ADJ', 'PART', 'VERB', 'NOUN', 'PROPN', 'NOUN', 'ADP', 'VERB', 'ADP', 'PROPN']","[84, 94, 100, 92, 96, 92, 85, 100, 85, 96]"
4962,2087,Unknown=*,info,[Unknown],['ADJ'],[84]
4963,10792,Cannot decompose the topology into individual failover regions due to use of Co-Location constraints (iterations). Job will fail over as one holistic unit.,warn,"[Can, not, decompose, the, topology, into, individual, failover, regions, due, to, use, of, Co, Location, constraints, iterations, Job, will, fail, over, as, one, holistic, unit]","['AUX', 'PART', 'VERB', 'DET', 'NOUN', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'ADP', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'VERB', 'NOUN', 'PROPN', 'AUX', 'VERB', 'ADP', 'ADP', 'NUM', 'ADJ', 'NOUN']","[87, 94, 100, 90, 92, 85, 84, 84, 92, 85, 85, 92, 85, 96, 96, 100, 92, 96, 87, 100, 85, 85, 93, 84, 92]"
4964,9869,Created Elasticsearch TransportClient with connected nodes *,info,"[Created, Elasticsearch, TransportClient, with, connected, nodes]","['VERB', 'PROPN', 'PROPN', 'ADP', 'VERB', 'NOUN']","[100, 96, 96, 85, 100, 92]"
4965,16378,OS reported a negative total memory value [*],warn,"[OS, reported, a, negative, total, memory, value]","['PROPN', 'VERB', 'DET', 'ADJ', 'ADJ', 'NOUN', 'NOUN']","[96, 100, 90, 84, 84, 92, 92]"
4966,10004,* is not the leader of *. Reassigning leader for partition,warn,"[ , is, not, the, leader, of, Reassigning, leader, for, partition]","['SPACE', 'AUX', 'PART', 'DET', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADP', 'NOUN']","[103, 87, 94, 90, 92, 85, 92, 92, 85, 92]"
4967,16237,"Not all shards are closed yet, waited *sec - stopping service",warn,"[Not, all, shards, are, closed, yet, waited, sec, stopping, service]","['PART', 'DET', 'NOUN', 'AUX', 'VERB', 'ADV', 'VERB', 'PROPN', 'VERB', 'NOUN']","[94, 90, 92, 87, 100, 86, 100, 96, 100, 92]"
4968,8709,Create new Keyspace: *,info,"[Create, new, Keyspace]","['VERB', 'ADJ', 'PROPN']","[100, 84, 96]"
4969,8221,"received an invalid gossip generation for peer *; local time = *, received generation = *",warn,"[received, an, invalid, gossip, generation, for, peer, local, time, received, generation]","['VERB', 'DET', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'NOUN']","[100, 90, 84, 92, 92, 85, 92, 84, 92, 100, 92]"
4970,949,[ | ] Summary of timings (ms): ,info,"[ , Summary, of, timings, ms]","['SPACE', 'PROPN', 'ADP', 'NOUN', 'NOUN']","[103, 96, 85, 92, 92]"
4971,5954,$$$Empty Message$$$,warn,"[ , Empty, Message]","['SPACE', 'ADJ', 'NOUN']","[103, 84, 92]"
4972,14476,keystore not specified for client connection,warn,"[keystore, not, specified, for, client, connection]","['NOUN', 'PART', 'VERB', 'ADP', 'NOUN', 'NOUN']","[92, 94, 100, 85, 92, 92]"
4973,9930,$$$Empty Message$$$,info,"[ , Empty, Message]","['SPACE', 'ADJ', 'NOUN']","[103, 84, 92]"
4974,3459,Invalid StoreFile: ,warn,"[Invalid, StoreFile]","['PROPN', 'PROPN']","[96, 96]"
4975,3873,No tables with a configured replication peer were found.,info,"[No, tables, with, a, configured, replication, peer, were, found]","['DET', 'NOUN', 'ADP', 'DET', 'VERB', 'NOUN', 'NOUN', 'AUX', 'VERB']","[90, 92, 85, 90, 100, 92, 92, 87, 100]"
4976,9588,      not changing existing config file: *,info,"[ , not, changing, existing, config, file]","['SPACE', 'PART', 'VERB', 'VERB', 'NOUN', 'NOUN']","[103, 94, 100, 100, 92, 92]"
4977,11849,Subtask * received completion notification for checkpoint with id=*.,info,"[Subtask, received, completion, notification, for, checkpoint, with, i, d]","['PROPN', 'VERB', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PROPN']","[96, 100, 92, 92, 85, 92, 85, 96, 96]"
4978,10363,"TaskManagers will be started with container size * MB, JVM heap size * MB, JVM direct memory limit * MB, * cpus, * gpus, disk space * MB",info,"[TaskManagers, will, be, started, with, container, size, MB, JVM, heap, size, MB, JVM, direct, memory, limit, MB, cpus, gpus, disk, space, MB]","['NOUN', 'AUX', 'AUX', 'VERB', 'ADP', 'NOUN', 'NOUN', 'NOUN', 'PROPN', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'PROPN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN']","[92, 87, 87, 100, 85, 92, 92, 92, 96, 92, 92, 100, 92, 84, 92, 92, 96, 92, 92, 92, 92, 92]"
4979,13931,No children in: * when we've just created one! Lets recreate it...,warn,"[No, children, in, when, we, ve, just, created, one, Lets, recreate, it]","['DET', 'NOUN', 'ADP', 'SCONJ', 'PRON', 'AUX', 'ADV', 'VERB', 'NUM', 'PROPN', 'VERB', 'PRON']","[90, 92, 85, 98, 95, 87, 86, 100, 93, 96, 100, 95]"
4980,6914,HTTP(S) Test Script Recorder stopped,warn,"[HTTP, S, Test, Script, Recorder, stopped]","['PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'VERB']","[96, 96, 96, 96, 96, 100]"
4981,1957,Fixed hole by adding *; region is NOT assigned (assign to online).,info,"[Fixed, hole, by, adding, region, is, NOT, assigned, assign, to, online]","['VERB', 'NOUN', 'ADP', 'VERB', 'NOUN', 'AUX', 'PART', 'VERB', 'NOUN', 'ADP', 'NOUN']","[100, 92, 85, 100, 92, 87, 94, 100, 92, 85, 92]"
4982,728,Exception occurred during performing action: ,warn,"[Exception, occurred, during, performing, action]","['NOUN', 'VERB', 'ADP', 'VERB', 'NOUN']","[92, 100, 85, 100, 92]"
4983,16658,license [*] mode [*] - valid,info,"[license, mode, valid]","['NOUN', 'NOUN', 'ADJ']","[92, 92, 84]"
4984,591,Stopping name node on: ,info,"[Stopping, name, node, on]","['VERB', 'NOUN', 'NOUN', 'ADP']","[100, 92, 92, 85]"
4985,2982, :  | Skipping replaying compaction event : |  because its sequence id  |  is smaller than this regions  | lastReplayedCompactionSeqId of ,warn,"[ , Skipping, replaying, compaction, event, because, its, sequence, i, d, is, smaller, than, this, regions, lastReplayedCompactionSeqId, of]","['SPACE', 'VERB', 'NOUN', 'NOUN', 'NOUN', 'SCONJ', 'PRON', 'NOUN', 'PROPN', 'PROPN', 'AUX', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADP']","[103, 100, 92, 92, 92, 98, 95, 92, 96, 96, 87, 84, 85, 90, 92, 84, 85]"
4986,9683,Failed to release action:  | . ,warn,"[Failed, to, release, action]","['VERB', 'PART', 'VERB', 'NOUN']","[100, 94, 100, 92]"
4987,13815,*: destroying process,info,"[ , destroying, process]","['SPACE', 'VERB', 'NOUN']","[103, 100, 92]"
4988,16112,"now throttling indexing: numMergesInFlight=*, maxNumMerges=*",info,"[now, throttling, indexing, numMergesInFlight, maxNumMerges]","['ADV', 'VERB', 'NOUN', 'NOUN', 'NOUN']","[86, 100, 92, 92, 92]"
4989,14555,Unexpected interruption,warn,"[Unexpected, interruption]","['ADJ', 'NOUN']","[84, 92]"
4990,17159,Deleted [*] documents corresponding to [*] expired forecasts,info,"[Deleted, documents, corresponding, to, expired, forecasts]","['VERB', 'NOUN', 'VERB', 'PART', 'VERB', 'NOUN']","[100, 92, 100, 94, 100, 92]"
4991,7730,request handler is still active.,warn,"[request, handler, is, still, active]","['NOUN', 'NOUN', 'AUX', 'ADV', 'ADJ']","[92, 92, 87, 86, 84]"
4992,15042,Error parsing test.junit.threads = *.,warn,"[Error, parsing, test, junit, threads]","['NOUN', 'VERB', 'NOUN', 'NOUN', 'NOUN']","[92, 100, 92, 92, 92]"
4993,11635,"No hostname could be resolved for the IP address *, using IP address as host name. Local input split assignment (such as for HDFS files) may be impacted.",warn,"[No, hostname, could, be, resolved, for, the, IP, address, using, IP, address, as, host, name, Local, input, split, assignment, such, as, for, HDFS, files, may, be, impacted]","['DET', 'NOUN', 'AUX', 'AUX', 'VERB', 'SCONJ', 'DET', 'PROPN', 'NOUN', 'VERB', 'PROPN', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'ADP', 'ADP', 'PROPN', 'NOUN', 'AUX', 'AUX', 'VERB']","[90, 92, 87, 87, 100, 98, 90, 96, 92, 100, 96, 92, 85, 92, 92, 84, 92, 92, 92, 84, 85, 85, 96, 92, 87, 87, 100]"
4994,11868,Lost connection to server socket. Retrying in  |  msecs...,warn,"[Lost, connection, to, server, socket, Retrying, in, msecs]","['VERB', 'NOUN', 'PART', 'VERB', 'NOUN', 'VERB', 'ADP', 'NOUN']","[100, 92, 94, 100, 92, 100, 85, 92]"
4995,1784,Handler  exception ,warn,"[Handler, exception]","['NOUN', 'NOUN']","[92, 92]"
4996,6612,* closing file *,info,"[ , closing, file]","['SPACE', 'NOUN', 'NOUN']","[103, 92, 92]"
4997,10403,    Master URL: *,info,"[ , Master, URL]","['SPACE', 'PROPN', 'PROPN']","[103, 96, 96]"
4998,10571,Could not delete the staging file * for blob key * and job *.,warn,"[Could, not, delete, the, staging, file, for, blob, key, and, job]","['AUX', 'PART', 'VERB', 'DET', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'CCONJ', 'NOUN']","[87, 94, 100, 90, 92, 92, 85, 92, 92, 89, 92]"
4999,16780,[*] data frame task triggered with an unintialized indexer.,warn,"[ , data, frame, task, triggered, with, an, unintialized, indexer]","['SPACE', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN']","[103, 92, 92, 92, 100, 85, 90, 84, 92]"
5000,2084,* request HBCK chore to run,info,"[ , request, HBCK, chore, to, run]","['SPACE', 'VERB', 'ADJ', 'NOUN', 'PART', 'VERB']","[103, 100, 84, 92, 94, 100]"
5001,6606,Error running BSH script,warn,"[Error, running, BSH, script]","['NOUN', 'VERB', 'PROPN', 'NOUN']","[92, 100, 96, 92]"
5002,12546,* should be equal to or larger than * + *. Setting it to *.delivery.timeout.mslinger.msrequest.timeout.ms,warn,"[ , should, be, equal, to, or, larger, than, Setting, it, to, delivery, timeout, mslinger, msrequest, timeout, ms]","['SPACE', 'AUX', 'AUX', 'ADJ', 'ADP', 'CCONJ', 'ADJ', 'ADP', 'VERB', 'PRON', 'PART', 'VERB', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN']","[103, 87, 87, 84, 85, 89, 84, 85, 100, 95, 94, 100, 92, 92, 92, 92, 92]"
5003,2579,Failed to refresh snapshot hfile cache!,warn,"[Failed, to, refresh, snapshot, hfile, cache]","['VERB', 'PART', 'VERB', 'NUM', 'ADJ', 'NOUN']","[100, 94, 100, 93, 84, 92]"
5004,17167,[*] Exception closing the running * process,warn,"[ , Exception, closing, the, running, process]","['SPACE', 'NOUN', 'VERB', 'DET', 'NOUN', 'NOUN']","[103, 92, 100, 90, 92, 92]"
5005,6049,Problem creating save config dialog,warn,"[Problem, creating, save, config, dialog]","['NOUN', 'VERB', 'PROPN', 'PROPN', 'NOUN']","[92, 100, 96, 96, 92]"
5006,3004, :  | Dropping memstore contents as well since replayed flush seqId:  |  is greater than current seqId:,info,"[ , Dropping, memstore, contents, as, well, since, replayed, flush, seqId, is, greater, than, current, seqId]","['SPACE', 'VERB', 'NOUN', 'NOUN', 'ADV', 'ADV', 'SCONJ', 'VERB', 'ADJ', 'NOUN', 'AUX', 'ADJ', 'ADP', 'ADJ', 'NOUN']","[103, 100, 92, 92, 86, 86, 98, 100, 84, 92, 87, 84, 85, 84, 92]"
5007,14661,observerMasterPort is not set,info,"[observerMasterPort, is, not, set]","['NOUN', 'AUX', 'PART', 'VERB']","[92, 87, 94, 100]"
5008,1775,Stopping server on ,info,"[Stopping, server, on]","['VERB', 'NOUN', 'ADP']","[100, 92, 85]"
5009,14789,Suggested leader: *,warn,"[Suggested, leader]","['VERB', 'NOUN']","[100, 92]"
5010,14921,Send worker leaving thread id * my id = *,warn,"[Send, worker, leaving, thread, i, d, my, i, d]","['VERB', 'NOUN', 'VERB', 'NOUN', 'PROPN', 'NOUN', 'PRON', 'NOUN', 'PROPN']","[100, 92, 100, 92, 96, 92, 95, 92, 96]"
5011,9136,It means that this SNAPSHOT could be overwritten by an older one present on remote repositories,warn,"[It, means, that, this, SNAPSHOT, could, be, overwritten, by, an, older, one, present, on, remote, repositories]","['PRON', 'VERB', 'SCONJ', 'DET', 'NOUN', 'AUX', 'AUX', 'VERB', 'ADP', 'DET', 'ADJ', 'NUM', 'ADJ', 'ADP', 'ADJ', 'NOUN']","[95, 100, 98, 90, 92, 87, 87, 100, 85, 90, 84, 93, 84, 85, 84, 92]"
5012,13470,"Partition * is not assigned to any tasks: * Possible causes of a partition not getting assigned is that another topic defined in the topology has not been created when starting your streams application, resulting in no tasks created for this topology at all.",warn,"[Partition, is, not, assigned, to, any, tasks, Possible, causes, of, a, partition, not, getting, assigned, is, that, another, topic, defined, in, the, topology, has, not, been, created, when, starting, your, streams, application, resulting, in, no, tasks, created, for, this, topology, at, all]","['NOUN', 'AUX', 'PART', 'VERB', 'ADP', 'DET', 'NOUN', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'PART', 'AUX', 'VERB', 'AUX', 'SCONJ', 'DET', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'AUX', 'PART', 'AUX', 'VERB', 'SCONJ', 'VERB', 'PRON', 'NOUN', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'ADV', 'ADV']","[92, 87, 94, 100, 85, 90, 92, 84, 92, 85, 90, 92, 94, 87, 100, 87, 98, 90, 92, 100, 85, 90, 92, 87, 94, 87, 100, 98, 100, 95, 92, 92, 100, 85, 90, 92, 100, 85, 90, 92, 86, 86]"
5013,5557,"Exception parsing document, message:*",warn,"[Exception, parsing, document, message]","['NOUN', 'VERB', 'NOUN', 'NOUN']","[92, 100, 92, 92]"
5014,6110,No thread group selected the test will not be started,warn,"[No, thread, group, selected, the, test, will, not, be, started]","['DET', 'NOUN', 'NOUN', 'VERB', 'DET', 'NOUN', 'AUX', 'PART', 'AUX', 'VERB']","[90, 92, 92, 100, 90, 92, 87, 94, 87, 100]"
5015,15344,"Increase RLIMIT_MEMLOCK, soft limit: *, hard limit: *",warn,"[Increase, RLIMIT_MEMLOCK, soft, limit, hard, limit]","['VERB', 'PUNCT', 'ADJ', 'NOUN', 'ADJ', 'NOUN']","[100, 97, 84, 92, 84, 92]"
5016,10477,Found that a field is forwarded to more than one target field in semantic forwarded field information. Will only use the field with the lowest index.,warn,"[Found, that, a, field, is, forwarded, to, more, than, one, target, field, in, semantic, forwarded, field, information, Will, only, use, the, field, with, the, lowest, index]","['VERB', 'SCONJ', 'DET', 'NOUN', 'AUX', 'VERB', 'ADP', 'ADJ', 'ADP', 'NUM', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'AUX', 'ADV', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN']","[100, 98, 90, 92, 87, 100, 85, 84, 85, 93, 92, 92, 85, 84, 84, 92, 92, 87, 86, 100, 90, 92, 85, 90, 84, 92]"
5017,14301,Ignoring unexpected runtime exception,warn,"[Ignoring, unexpected, runtime, exception]","['VERB', 'ADJ', 'NOUN', 'NOUN']","[100, 84, 92, 92]"
5018,5932,IP address is a site-local address; this may cause problems with remote access. 	Can be overridden by defining the system property 'java.rmi.server.hostname' - see jmeter-server script file,info,"[IP, address, is, a, site, local, address, this, may, cause, problems, with, remote, access, Can, be, overridden, by, defining, the, system, property, java, rmi, server, hostname, see, jmeter, server, script, file]","['PROPN', 'NOUN', 'AUX', 'DET', 'NOUN', 'ADJ', 'NOUN', 'PRON', 'AUX', 'VERB', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'AUX', 'AUX', 'ADJ', 'ADP', 'VERB', 'DET', 'NOUN', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'VERB', 'PROPN', 'NOUN', 'NOUN', 'NOUN']","[96, 92, 87, 90, 92, 84, 92, 95, 87, 100, 92, 85, 84, 92, 87, 87, 84, 85, 100, 90, 92, 92, 96, 96, 96, 96, 100, 96, 92, 92, 92]"
5019,8079,Switching local compaction strategy from * to *},info,"[Switching, local, compaction, strategy, from, to]","['VERB', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'ADP']","[100, 84, 92, 92, 85, 85]"
5020,492,Failed to sent put  | .,info,"[Failed, to, sent, put]","['VERB', 'PART', 'VERB', 'VERB']","[100, 94, 100, 100]"
5021,4673,stop: ,info,[stop],['VERB'],[100]
