static_text,log_level,project
"Skipping record for expired window. key=[*] topic=[*] partition=[*] offset=[*] timestamp=[*] window=[*,*] expiration=[*] streamTime=[*]",debug,kafka
Skipping record due to null key or value. key=[*] value=[*] topic=[*] partition=[*] offset=[*],warn,kafka
Skipping record due to null key. change=[*] topic=[*] partition=[*] offset=[*],warn,kafka
Skipping record due to null key. change=[*] topic=[*] partition=[*] offset=[*],warn,kafka
Empty partitions for topic *,error,kafka
Input record * will be dropped because it has an invalid (negative) timestamp.,warn,kafka
$$$Empty Message$$$,error,kafka
Added restorer for changelog *,trace,kafka
Restoring StreamTasks failed. Deleting StreamTasks stores to recreate from scratch.,warn,kafka
Reinitializing StreamTask * for changelog *,info,kafka
Could not fetch end offset for *; will fall back to partition by partition fetching,debug,kafka
End offset cannot be found form the returned metadata; removing this partition from the current run loop,info,kafka
Start restoring state stores from changelog topics *,debug,kafka
Found checkpoint * from changelog * for store *.,trace,kafka
"Did not find checkpoint from changelog * for store *, rewinding to beginning.",trace,kafka
No checkpoint found for task * state store * changelog * with EOS turned on. Reinitializing the task and restore its state from the beginning.,info,kafka
Restoring task *'s state store * from beginning of the changelog * ,info,kafka
Restoring partition * from offset * to endOffset *,debug,kafka
"Could not fetch topic metadata within the timeout, will retry in the next run loop",debug,kafka
"Restored from * to * with * records, ending offset is *, next starting position is *",trace,kafka
nodeToSourceTopics *,debug,kafka
*updating builder with * topic(s) with possible matching regex subscription(s),debug,kafka
*found * topics possibly matching regex,debug,kafka
Unexpected state transition from * to *,error,kafka
State transition from * to *,info,kafka
Updating global state failed. You can restart KafkaStreams to recover from this error.,error,kafka
Failed to close global consumer due to the following error:,error,kafka
Error happened during initialization of the global state store; this thread has shutdown,warn,kafka
Shutting down,info,kafka
Failed to close state maintainer due to the following error:,error,kafka
Shutdown complete,info,kafka
Could not lock global state directory. This could happen if multiple KafkaStreams instances are running on the same host using the same state directory.,error,kafka
Source node * extracted timestamp * for record *,trace,kafka
Skipping record due to negative extracted timestamp. topic=[*] partition=[*] offset=[*] extractedTimestamp=[*] extractor=[*],warn,kafka
Pausing partitions: *,trace,kafka
Adding assigned tasks as active: *,debug,kafka
Failed to resume an active task * due to the following error:,error,kafka
Task * owned partitions * are not contained in the assignment *,warn,kafka
New active tasks to be created: *,trace,kafka
Adding assigned standby tasks *,debug,kafka
New standby tasks to be created: *,trace,kafka
Suspending all active tasks * and standby tasks *,debug,kafka
"Shutting down all active tasks *, standby tasks *, suspended tasks *, and suspended standby tasks *",debug,kafka
Resuming partitions *,trace,kafka
Previous delete-records request has failed: *. Try sending the new request now,debug,kafka
Sent delete-records request: *,trace,kafka
Checkpointable offsets read from checkpoint: *,trace,kafka
Created state store manager for task * with the acquired state dir lock,debug,kafka
Registering state store * to its state manager,debug,kafka
Preparing standby replica of persistent state store * with changelog topic *,trace,kafka
Restoring state store * from changelog topic * at checkpoint *,trace,kafka
Updating store offset limit for partition * to *,trace,kafka
Flushing all stores registered in the state manager,debug,kafka
Flushing store *,trace,kafka
Failed to flush state store *: ,error,kafka
Closing its state manager and all the registered state stores,debug,kafka
Closing storage engine *,debug,kafka
Failed to close state store *: ,error,kafka
Skipping to close non-initialized store *,info,kafka
Checkpointable offsets updated with restored offsets: *,trace,kafka
Checkpointable offsets updated with active acked offsets: *,trace,kafka
Writing checkpoint: *,trace,kafka
Failed to write offset checkpoint file to [*],warn,kafka
Register global stores *,debug,kafka
Failed to unlock the global state directory,error,kafka
Restoring state for global store *,info,kafka
Failed to get end offsets for topic partitions of global store * after * retry attempts. You can increase the number of retries via configuration parameter `retries`.,error,kafka
"Failed to get end offsets for partitions *, backing off for * ms to retry (attempt * of *)",debug,kafka
Failed to get partitions for topic * after * retry attempts due to timeout. The broker may be transiently unavailable at the moment. You can increase the number of retries via configuration parameter `retries`.,error,kafka
Failed to get partitions for topic * due to timeout. The broker may be transiently unavailable at the moment. Backing off for * ms to retry (attempt * of *),debug,kafka
Restoring GlobalStore * failed due to: *. Deleting global store to recreate from scratch.,warn,kafka
Flushing all global globalStores registered in the state manager,debug,kafka
Flushing global store=*,trace,kafka
Closing global storage engine *,debug,kafka
Failed to close global state store *,error,kafka
Skipping to close non-initialized store *,info,kafka
Failed to write offset checkpoint file to * for global stores: *,warn,kafka
Closing all restoring stream tasks *,trace,kafka
Closing restoring task *,debug,kafka
Failed to remove restoring task * due to the following error:,error,kafka
Stream task changelog partitions that have completed restoring so far: *,trace,kafka
Stream task * completed restoration as all its changelog partitions * have been applied to restore state,trace,kafka
Stream task * cannot resume processing yet since some of its changelog partitions have not completed restoring: *,trace,kafka
Committed active task * per user request in,debug,kafka
Failed to commit * since it got migrated to another thread already. Closing it as zombie before triggering a new rebalance.,info,kafka
Failed to commit StreamTask * due to the following error:,error,kafka
Failed to process stream task * since it got migrated to another thread already. Closing it as zombie before triggering a new rebalance.,info,kafka
Failed to process stream task * due to the following error:,error,kafka
Failed to punctuate stream task * since it got migrated to another thread already. Closing it as zombie before triggering a new rebalance.,info,kafka
Failed to punctuate stream task * due to the following error:,error,kafka
Downgrading metadata version from * to 1 for upgrade from 0.10.0.x.4,info,kafka
Downgrading metadata version from * to 2 for upgrade from *.x.4,info,kafka
$$$Empty Message$$$,error,kafka
$$$Empty Message$$$,error,kafka
$$$Empty Message$$$,error,kafka
$$$Empty Message$$$,error,kafka
"* is unknown yet during rebalance, please make sure they have been pre-created before starting the Streams application.",error,kafka
Received a future (version probing) subscription (version: *). Sending empty assignment back (with supported version *).4,info,kafka
Downgrading metadata to version *. Latest supported version is *.4,info,kafka
Constructed client metadata * from the member subscriptions.,debug,kafka
Missing source topic * durign assignment. Returning error *.,error,kafka
Created repartition topics * from the parsed topology.,debug,kafka
Partition * is assigned to more than one tasks: *,warn,kafka
"Partition * is not assigned to any tasks: * Possible causes of a partition not getting assigned is that another topic defined in the topology has not been created when starting your streams application, resulting in no tasks created for this topology at all.",warn,kafka
No partitions found for topic *,warn,kafka
No tasks found for topic group *,debug,kafka
Created state changelog topics * from the parsed topology.,debug,kafka
Assigning tasks * to clients * with number of replicas *,debug,kafka
Assigned tasks to clients as *.,info,kafka
Sent a version * subscription and got version * assignment back (successful version probing). Downgrading subscription metadata to received version and trigger new rebalance.,info,kafka
Sent a version * subscription and got version * assignment back (successful version probing). Setting subscription metadata to leaders supported version * and trigger new rebalance.,info,kafka
Sent a version * subscription and group leader's latest supported version is *. Upgrading subscription metadata version to * for next rebalance.,info,kafka
Sent a version * subscription and group leader's latest supported version is *. Upgrading subscription metadata version to * for next rebalance.,info,kafka
Starting to validate internal topics * in partition assignor.,debug,kafka
Completed validating internal topics * in partition assignor.,debug,kafka
$$$Empty Message$$$,error,kafka
Initializing state stores,trace,kafka
Resuming,debug,kafka
Start processing one record [*],trace,kafka
Completed processing one record [*],trace,kafka
Encountered error extracting stacktrace from this exception,error,kafka
Punctuating processor * with timestamp * and punctuation type *,trace,kafka
Committing,debug,kafka
Flushing state and producer,trace,kafka
Initializing processor nodes of the topology,trace,kafka
Suspending,debug,kafka
Failed to close producer due to the following error:,error,kafka
Closing processor topology,trace,kafka
Could not close state manager due to the following error:,error,kafka
Closing,debug,kafka
Could not close task due to the following error:,error,kafka
"Added records into the buffered queue of partition *, new queue size is *",trace,kafka
"Timeout exception caught when initializing transactions for task *. This might happen if the broker is slow to respond, if the network connection to the broker was interrupted, or if similar circumstances arise. You can increase producer parameter `max.block.ms` to increase this timeout.",error,kafka
Initializing *s *,debug,kafka
Transitioning * * to restoring,debug,kafka
Could not create * * due to *; will retry,trace,kafka
Suspending running * *,trace,kafka
Close created * *,trace,kafka
"Failed to close *, *",error,kafka
Failed to suspend * * since it got migrated to another thread already. Closing it as zombie and move on.,info,kafka
Suspending * * failed due to the following error:,error,kafka
"After suspending failed, closing the same * * failed again due to the following error:",error,kafka
Failed to close zombie * * due to *; ignore and proceed.,warn,kafka
Found suspended * *,trace,kafka
Failed to resume * * since it got migrated to another thread already. Closing it as zombie before triggering a new rebalance.,info,kafka
Resuming suspended * *,trace,kafka
"Couldn't resume task * assigned partitions *, task partitions *",warn,kafka
Transitioning * * to running,debug,kafka
Failed to commit * * since it got migrated to another thread already. Closing it as zombie before triggering a new rebalance.,info,kafka
Failed to commit * * due to the following error:,error,kafka
Closing suspended and not re-assigned * *,debug,kafka
Failed to remove suspended * * due to the following error:,error,kafka
Failed to close * * since it got migrated to another thread already. Closing it as zombie and move on.,info,kafka
Failed while closing * * due to the following error:,error,kafka
Try to close * * unclean.,info,kafka
Failed while closing * * due to the following error:,error,kafka
Deserialization error callback failed after deserialization error for record *,error,kafka
Skipping record due to deserialization error. topic=[*] partition=[*] offset=[*],warn,kafka
Failed to write offset checkpoint file to * while re-initializing *: *,error,kafka
Failed to reinitialize store *.,error,kafka
Failed to reinitialize store *.,error,kafka
Updating store offset limits * for changelog *,trace,kafka
Initializing state stores,trace,kafka
Initializing store *,trace,kafka
Closing state manager,trace,kafka
Initializing state stores,trace,kafka
Resuming,debug,kafka
Committing,trace,kafka
Suspending,debug,kafka
Closing,debug,kafka
Updating standby replicas of its state store for partition [*],trace,kafka
* Found cached state dir lock for task *,trace,kafka
* Acquired state dir lock for task *,debug,kafka
* Found cached state dir lock for the global task,trace,kafka
* Acquired global state dir lock,debug,kafka
* Released global state dir lock,debug,kafka
* Released state dir lock for task *,debug,kafka
* Failed to delete global state directory due to an unexpected exception,error,kafka
* Deleting obsolete state directory * for task * as *ms has elapsed (cleanup delay is *ms).,info,kafka
* Deleting state directory * for task * as user calling cleanup.,info,kafka
* Failed to get the state directory lock.,error,kafka
* Failed to delete the state directory.,error,kafka
* Failed to release the state directory lock.,error,kafka
Unexpected state transition from * to *,error,kafka
State transition from * to *,info,kafka
at state *: partitions * assigned at the end of consumer rebalance. 	current suspended active tasks: * 	current suspended standby tasks: * ,debug,kafka
Received error code * - shutdown,error,kafka
"Error caught during partition assignment, will abort the current process and re-throw at the end of rebalance: *",error,kafka
partition assignment took * ms. 	current active tasks: * 	current standby tasks: * 	previous active tasks: * ,info,kafka
at state *: partitions * revoked at the beginning of consumer rebalance. 	current assigned active tasks: * 	current assigned standby tasks: * ,debug,kafka
"Error caught during partition revocation, will abort the current process and re-throw at the end of rebalance: *",error,kafka
partition revocation took * ms. 	suspended active tasks: * 	suspended standby tasks: *,info,kafka
Created task * with assigned partitions *,trace,kafka
Creating producer client for task *,info,kafka
Failed to close producer due to the following error:,error,kafka
Skipped standby task * with assigned partitions * since it does not have any state stores to materialize,trace,kafka
Creating restore consumer client,info,kafka
Creating shared producer client,info,kafka
Creating consumer client,info,kafka
Starting,info,kafka
StreamThread already shutdown. Not running,info,kafka
"Encountered the following unexpected Kafka exception during processing, this usually indicate Streams internal errors:",error,kafka
Encountered the following error during processing:,error,kafka
Version probing detected. Triggering new rebalance.,info,kafka
Detected task * that got migrated to another thread. This implies that this thread missed a rebalance and dropped out of the consumer group. Will try to rejoin the consumer group. Below is the detailed description of the task: *,warn,kafka
Unexpected state * during normal iteration,error,kafka
$$$Empty Message$$$,info,kafka
Unable to locate active task for received-record partition *. Current tasks: *,error,kafka
"Stream task * is already closed, probably because it got unexpectedly migrated to another thread already. Notifying the thread to trigger a new rebalance immediately.",info,kafka
Committing all active tasks * and standby tasks * since *ms has elapsed (commit interval is *ms),trace,kafka
Committed all active tasks * and standby tasks * in *ms,debug,kafka
"Standby task * is already closed, probably because it got unexpectedly migrated to another thread already. Notifying the thread to trigger a new rebalance immediately.",info,kafka
Updated standby tasks * in *ms,debug,kafka
"Standby task * is already closed, probably because it got unexpectedly migrated to another thread already. Notifying the thread to trigger a new rebalance immediately.",info,kafka
Updating StandbyTasks failed. Deleting StandbyTasks stores to recreate from scratch.,warn,kafka
"Standby task * is already closed, probably because it got unexpectedly migrated to another thread already. Notifying the thread to trigger a new rebalance immediately.",info,kafka
Reinitializing StandbyTask * from changelogs *,info,kafka
Informed to shut down,info,kafka
Shutting down,info,kafka
Failed to close task manager due to the following error:,error,kafka
Failed to close consumer due to the following error:,error,kafka
Failed to close restore consumer due to the following error:,error,kafka
Shutdown complete,info,kafka
$$$Empty Message$$$,error,kafka
Failed message: key * value * timestamp *,trace,kafka
Error sending record to topic * due to *; No more records will be sent and no more offsets will be recorded for this task. Enable TRACE logging to view failed record key and value.,warn,kafka
Failed message: (key * value * timestamp *) topic=[*] partition=[*],trace,kafka
Error sending records topic=[*] and partition=[*]; The exception handler chose to CONTINUE processing in spite of this error. Enable TRACE logging to view failed messages key and value.,warn,kafka
Failed message: (key * value * timestamp *) topic=[*] partition=[*],trace,kafka
"Timeout exception caught when sending record to topic *. This might happen if the producer cannot send data to the Kafka cluster and thus, its internal buffer fills up. This can also happen if the broker is slow to respond, if the network connection to the broker was interrupted, or if similar circumstances arise. You can increase producer parameter `max.block.ms` to increase this timeout.",error,kafka
Flushing producer,debug,kafka
Closing producer,debug,kafka
	* = *retriesreplication.factorwindowstore.changelog.additional.retention.ms,debug,kafka
Going to create topic * with * partitions and config *.,debug,kafka
Thread got interrupted. This indicates a bug. Please report at https://issues.apache.org/jira/projects/KAFKA or dev-mailing list (https://kafka.apache.org/contact).,error,kafka
Could not create topic *. Topic is probably marked for deletion (number of partitions is unknown). Will retry to create this topic in * ms (to let broker finish async delete operation first). Error message was: *,info,kafka
Unexpected error during topic creation for *. Error message was: *,error,kafka
Topics * can not be made ready with * retries left,info,kafka
$$$Empty Message$$$,error,kafka
Trying to check if topics * have been created with expected number of partitions.,debug,kafka
Thread got interrupted. This indicates a bug. Please report at https://issues.apache.org/jira/projects/KAFKA or dev-mailing list (https://kafka.apache.org/contact).,error,kafka
"Topic * is unknown or not found, hence not existed yet.",debug,kafka
Unexpected error during topic description for *. Error message was: *,error,kafka
$$$Empty Message$$$,error,kafka
$$$Empty Message$$$,error,kafka
Unable to assign * of * standby tasks for task [*]. There is not enough available capacity. You should increase the number of threads and/or application instances to maintain the requested number of standby replicas.,warn,kafka
Unable to decode subscription data: used version: *; latest supported version: *4,info,kafka
The default close will be removed in 3.0.0 -- you should overwrite it if you have implemented RocksDBConfigSetter,warn,kafka
Returning empty iterator for fetch with invalid key range: from > to. This may be due to serdes that don't preserve ordering when lexicographically comparing the serialized bytes. Note that the built-in numerical serdes do not follow this for negative numbers,warn,kafka
Returning empty iterator for fetch with invalid key range: from > to. This may be due to serdes that don't preserve ordering when lexicographically comparing the serialized bytes. Note that the built-in numerical serdes do not follow this for negative numbers,warn,kafka
Returning empty iterator for fetch with invalid key range: from > to. This may be due to serdes that don't preserve ordering when lexicographically comparing the serialized bytes. Note that the built-in numerical serdes do not follow this for negative numbers,warn,kafka
Skipping record for expired segment.,debug,kafka
Warning: window end time was truncated to Long.MAX,warn,kafka
Opening store * in upgrade mode,info,kafka
Opening store * in regular mode,info,kafka
Opening store * in upgrade mode,info,kafka
"Cache stats on flush: #puts=*, #gets=*, #evicts=*, #flushes=*",trace,kafka
Evicted * entries from cache *,trace,kafka
Error destroying *,error,kafka
Unable to parse segmentName * to a date. This segment will be skipped,warn,kafka
Returning empty iterator for fetch with invalid key range: from > to. This may be due to serdes that don't preserve ordering when lexicographically comparing the serialized bytes. Note that the built-in numerical serdes do not follow this for negative numbers,warn,kafka
"Named cache * stats on flush: #hits=*, #misses=*, #overwrites=*, #flushes=*",trace,kafka
Returning empty iterator for fetch with invalid key range: from > to. This may be due to serdes that don't preserve ordering when lexicographically comparing the serialized bytes. Note that the built-in numerical serdes do not follow this for negative numbers,warn,kafka
Skipping record for expired segment.,warn,kafka
Returning empty iterator for fetch with invalid key range: from > to. This may be due to serdes that don't preserve ordering when lexicographically comparing the serialized bytes. Note that the built-in numerical serdes do not follow this for negative numbers,warn,kafka
Closing * open iterators for store *,warn,kafka
Warning: window end time was truncated to Long.MAX,warn,kafka
Skipping record for expired segment.,debug,kafka
Returning empty iterator for fetch with invalid key range: from > to. This may be due to serdes that don't preserve ordering when lexicographically comparing the serialized bytes. Note that the built-in numerical serdes do not follow this for negative numbers,warn,kafka
Closing * open iterators for store *,warn,kafka
Returning empty iterator for fetch with invalid key range: from > to. This may be due to serdes that don't preserve ordering when lexicographically comparing the serialized bytes. Note that the built-in numerical serdes do not follow this for negative numbers,warn,kafka
Returning empty iterator for fetch with invalid key range: from > to. This may be due to serdes that don't preserve ordering when lexicographically comparing the serialized bytes. Note that the built-in numerical serdes do not follow this for negative numbers,warn,kafka
Closing * open iterators for store *,warn,kafka
Initiating embedded Kafka cluster startup,debug,kafka
Starting a ZooKeeper instance,debug,kafka
ZooKeeper instance is running at *,debug,kafka
"Kafka instance is running at *, connected to ZooKeeper at *",debug,kafka
Starting embedded Kafka broker (with log.dirs=* and ZK ensemble at *) ...,debug,kafka
Startup of embedded Kafka broker at * completed (with ZK ensemble at *) ...,debug,kafka
Shutting down embedded Kafka broker at * (with ZK ensemble at *) ...,debug,kafka
Removing log dir at * ...,debug,kafka
Shutdown of embedded Kafka broker at * completed (with ZK ensemble at *) ...,debug,kafka
"Creating topic { name: *, partitions: *, replication: *, config: * }",debug,kafka
Deleting topic { name: * },debug,kafka
$$$Empty Message$$$,info,kafka
Configured PushHttpMetricsReporter for * to report every * seconds,info,kafka
Adding metric *,debug,kafka
Updating metric *,debug,kafka
Removing metric *,debug,kafka
Reporting * metrics to *,trace,kafka
"Error reporting metrics, *: *",error,kafka
"PushHttpMetricsReporter does not currently support redirects, saw *",error,kafka
Finished reporting metrics with response code *,info,kafka
Error reporting metrics,error,kafka
"Caught WakeupException because consumer is shutdown, ignore and terminate.",trace,kafka
"Error during processing, terminating consumer process: ",error,kafka
Starting agent process.,info,kafka
"*: Ignoring request to create worker *, because there is already a worker with that id.",info,kafka
*: Will not run worker * as it has expired.,info,kafka
*: Worker * start() exception,info,kafka
*: request conflict while creating worker * for task * with spec *.,info,kafka
*: Error creating worker * for task * with spec *,info,kafka
*: Created worker * with spec *,info,kafka
"*: unable to create worker * for task *, with spec *",info,kafka
*: Worker * was cancelled while it was starting up.  Transitioning to STOPPING.,info,kafka
*: Worker * is now RUNNING.  Scheduled to stop in * ms.,info,kafka
*: Worker * * during startup.  Transitioning to DONE.,info,kafka
*: Worker * * during startup.  Transitioning to CANCELLING.,info,kafka
*: Cancelling worker * *.  ,info,kafka
*: Running worker * *.  Transitioning to STOPPING.,info,kafka
*: Stopping worker * *.,info,kafka
*: Can't halt worker * because it is already DONE.,info,kafka
*: destroying worker * with error *,info,kafka
*: completed worker * with error *,info,kafka
*: Can't stop worker * because there is no worker with that ID.,info,kafka
*: Cancelling worker * during its startup process.,info,kafka
"*: Can't stop worker *, because it is already being cancelled.",info,kafka
*: Stopping running worker *.,info,kafka
"*: Can't stop worker *, because it is already stopping.",info,kafka
*: destroying worker * with error *,info,kafka
"*: Can't stop worker *, because it is already done.",debug,kafka
*: worker.stop() exception,error,kafka
*: Shutting down WorkerManager.,info,kafka
*: Waiting for shutdownManager quiescence...,info,kafka
*: Waiting for workerCleanupExecutor to terminate...,info,kafka
*: Waiting for stateChangeExecutor to terminate...,info,kafka
*: Shutting down shutdownExecutor.,info,kafka
*: Caught exception while shutting down WorkerManager,info,kafka
*: Destroying all workers.,info,kafka
Failed to stop worker *,error,kafka
RUN: *. RESULT: [*],info,kafka
RUN: *. ERROR: [*],info,kafka
* caught an exception,warn,kafka
Failed to create or verify topics *,warn,kafka
Request to create topics has an empty topic list.,warn,kafka
Topic(s) * already exist.,warn,kafka
Attempting to create * topics (try *)...,info,kafka
Successfully created *.,debug,kafka
Attempt to create topic `*` failed: *,warn,kafka
Topic * already exists.,info,kafka
Failed to create *,warn,kafka
$$$Empty Message$$$,warn,kafka
$$$Empty Message$$$,warn,kafka
*: error creating worker *.,error,kafka
*: error stopping worker *.,error,kafka
*: failed to get agent status: ConnectException *,error,kafka
*: failed to get agent status,error,kafka
*: got heartbeat status *,trace,kafka
*: Unhandled exception in NodeHeartbeatRunnable,error,kafka
*: scheduling unknown worker with ID * for stopping.,warn,kafka
*: worker state is still *,debug,kafka
*: worker state changed from * to *,info,kafka
*: there is already a worker * with ID *.,error,kafka
*: scheduling worker * to start.,info,kafka
*: unable to locate worker to stop with ID *.,error,kafka
*: Worker * is already scheduled to stop.,error,kafka
*: scheduling worker * to stop.,info,kafka
*: unable to locate worker to destroy with ID *.,error,kafka
*: Failed to send shutdown request,error,kafka
Created TaskManager for agent(s) on: *,info,kafka
"createTask(id=*, spec=*) error",info,kafka
Task * already exists with spec *,info,kafka
Failed to create a new task * with spec *: *,info,kafka
"Created a new task * with spec *, scheduled to start * ms from now.",info,kafka
"Can't start task *, because it is already in state *.",info,kafka
Unable to find nodes for task *,error,kafka
Running task * on node(s): *,info,kafka
stopTask(id=*) error,info,kafka
Can't cancel non-existent task *.,info,kafka
Stopped pending task *.,info,kafka
Task * is now complete with no errors.,info,kafka
Task * is now complete with error: *,info,kafka
Cancelling task * with worker(s) *,info,kafka
Can't cancel task * because it is already stopping.,info,kafka
Can't cancel task * because it is already done.,info,kafka
destroyTask(id=*) error,info,kafka
Can't destroy task *: no such task found.,info,kafka
Destroying task *.,info,kafka
Task *: Updating worker state for * on * from * to *.,debug,kafka
Error updating worker state for * on *.  Stopping worker.,error,kafka
*: task * stopped with error *.  Stopping worker(s): *,info,kafka
Starting coordinator process.,info,kafka
Activating ProcessStopFault *.,info,kafka
Deactivating ProcessStopFault *.,info,kafka
Failed to parse process ID from line *,error,kafka
*: no processes containing * found to send * to.,error,kafka
*: sending * to * pid(s) *,info,kafka
Activating DegradedNetworkFaultWorker *.,info,kafka
Deactivating DegradedNetworkFaultWorker *.,info,kafka
Activating * *: *.,info,kafka
Deactivating * *: *.,info,kafka
Activating NetworkPartitionFault *.,info,kafka
Deactivating NetworkPartitionFault *.,info,kafka
Uncaught exception in REST call: ,debug,kafka
Uncaught exception in REST call: *,info,kafka
Starting REST server,info,kafka
Registered resource *,info,kafka
Sending * with input * to *,debug,kafka
* *: error: *,info,kafka
*: Activating NoOpTask.,info,kafka
*: Deactivating NoOpTask.,info,kafka
*: Activating RoundTripWorker.,info,kafka
*: Starting RoundTripWorker#ProducerRunnable.,debug,kafka
*: ProducerRunnable is exiting.  messagesSent=*; uniqueMessagesSent=*; ackedSends=*/*.,info,kafka
"*: consumer waiting for * message(s), starting with: *",info,kafka
*: Starting RoundTripWorker#ConsumerRunnable.,debug,kafka
*: Consumer received the full count of * unique messages.  Waiting for all * sends to be acked...,info,kafka
*: all sends have been acked.,info,kafka
*: Consumer got WakeupException,debug,kafka
*: Consumer got TimeoutException,debug,kafka
*: ConsumerRunnable is exiting.  Invoked poll * time(s).  messagesReceived = *; uniqueMessagesReceived = *.,info,kafka
*: Deactivating RoundTripWorker.,info,kafka
*: Deactivated RoundTripWorker.,info,kafka
*: Activating ConnectionStressWorker with *,info,kafka
*: Deactivating ConnectionStressWorker.,info,kafka
*: Activating ProduceBenchWorker with *,info,kafka
SendRecordsCallback: error,error,kafka
Sent * total record(s) in * ms.  status: *,info,kafka
Beginning transaction.,debug,kafka
Committing transaction.,debug,kafka
Aborting transaction.,debug,kafka
*: Deactivating ProduceBenchWorker.,info,kafka
*: Activating ConsumeBenchWorker with *,info,kafka
Will consume from topics * via dynamic group assignment.,info,kafka
Will consume from topic partitions * via manual assignment.,info,kafka
"* Consumed total number of messages=*, bytes=* in * ms.  status: *",info,kafka
* was interrupted. Closing...,debug,kafka
Status=*,info,kafka
*: Deactivating ConsumeBenchWorker.,info,kafka
*: Activating ExternalCommandWorker with *,info,kafka
*: Unable to start process,error,kafka
*: starting stdout monitor.,trace,kafka
*: can't read any more from stdout: *,info,kafka
*: read line from stdin: *,trace,kafka
*: error: *,error,kafka
*: error reading from stdout.,info,kafka
*: starting stderr monitor.,trace,kafka
*: can't read any more from stderr: *,info,kafka
*: (stderr):*,error,kafka
*: error reading from stderr.,info,kafka
*: stdin writer ready.,info,kafka
*: StdinWriter terminating.,trace,kafka
*: writing to stdin: *,info,kafka
*: can't write any more to stdin: *,info,kafka
*: error writing to stdin.,info,kafka
*: error closing stdinWriter: *,debug,kafka
*: process exited with return code *,info,kafka
*: ExitMonitor error,error,kafka
*: destroying process,info,kafka
*: forcibly destroying process,info,kafka
*: closing Terminator thread.,trace,kafka
*: Terminator error,error,kafka
*: Deactivating ExternalCommandWorker.,info,kafka
RAN *: *,debug,kafka
Creating MiniTrogdorCluster with agents: * and coordinator: *,info,kafka
Closing MiniTrogdorCluster.,info,kafka
"Applying SetSchemaMetadata SMT. Original schema: *, updated schema: *",trace,kafka
Cast field '*' from '*' to '*',trace,kafka
New skip list,trace,Zookeeper
"addMark (time: | , bytes:  | , skipped:  | )",trace,Zookeeper
findMarkBefore( | ),trace,Zookeeper
return ,trace,Zookeeper
Opened file( | ) with FD ( | ),debug,Zookeeper
Opened file( | ) coulds get FD,debug,Zookeeper
fill(buffer= | ),debug,Zookeeper
"read(buf, off= | , len=",trace,Zookeeper
tocopy=,trace,Zookeeper
read=,trace,Zookeeper
seek( | ),debug,Zookeeper
Unknown op: ,info,Zookeeper
Error reading transaction from ( | ) :,error,Zookeeper
size() called,trace,Zookeeper
saved pos () = ,trace,Zookeeper
size() = ,trace,Zookeeper
Error reading next entry in file ( | ): ,error,Zookeeper
"handle(start=  | , end= | , period= | )",debug,Zookeeper
"handle(start=  | , end= | , numEntries= | )",debug,Zookeeper
Session '%s' expired after  | '%d' milliseconds.,info,Zookeeper
Interrupted while closing ZooKeeper connection.,error,Zookeeper
creating new  | connection for : '%s',info,Zookeeper
Unable to find the keystore file: ,error,Zookeeper
Unable to load keystore: ,error,Zookeeper
Failed while trying to create a new session,error,Zookeeper
Error occurred loading ZooInspector,error,Zookeeper
$$$Empty Message$$$,warn,Zookeeper
"Error loading about.html, file may be corrupt",error,Zookeeper
An Error occurred loading connection properties from file,error,Zookeeper
An Error occurred saving the default connection properties file,error,Zookeeper
Error loading default node viewers.,error,Zookeeper
Error occurred while connecting to ZooKeeper server,error,Zookeeper
Error occurred while connecting to ZooKeeper server,error,Zookeeper
Error occurred while disconnecting from ZooKeeper server,error,Zookeeper
Error occurred while disconnecting from ZooKeeper server,error,Zookeeper
Error occurred while disconnecting from ZooKeeper server,error,Zookeeper
Error instantiating class: ,error,Zookeeper
An error occurred while instaniating the node viewer. ,error,Zookeeper
Error saving node viewer configuration from file.,error,Zookeeper
Error loading node viewer configuration from file.,error,Zookeeper
Error setting default node viewer configuration.,error,Zookeeper
Error retrieving meta data for node: ,error,Zookeeper
Error retrieving meta data for node: ,error,Zookeeper
Error retrieving ACL Information for node: ,error,Zookeeper
Error retrieving ACL Information for node: ,error,Zookeeper
Error retrieving data for node: ,error,Zookeeper
Error retrieving data for node: ,error,Zookeeper
Error occurred retrieving child of node: ,error,Zookeeper
Error occurred retrieving child  | of node: ,error,Zookeeper
Error occurred while disconnecting from ZooKeeper server,error,Zookeeper
Error occurred getting data for node: ,error,Zookeeper
Error occurred retrieving ACLs of node: ,error,Zookeeper
Error occurred retrieving ACLs of node: ,error,Zookeeper
Error occurred retrieving meta data for node: ,error,Zookeeper
Error occurred getting the number of children of node: ,error,Zookeeper
Error occurred determining whether node is allowed children: ,error,Zookeeper
Error occurred retrieving session meta data.,error,Zookeeper
Error occurred creating node:  | /,error,Zookeeper
Error occurred deleting node: ,error,Zookeeper
Error occurred setting data for node: ,error,Zookeeper
Error occurred adding node watcher for node: ,error,Zookeeper
Error occurred re-adding node watcherfor node ,error,Zookeeper
List of default node viewers is empty,warn,Zookeeper
ZooKeeper connection lost.  Trying to reconnect.,warn,Zookeeper
ZooKeeper connection lost.  Trying to reconnect.,warn,Zookeeper
ZooKeeper connection lost.  Trying to reconnect.,warn,Zookeeper
ZooKeeper connection lost.  Trying to reconnect.,warn,Zookeeper
